Catalog Number,Product Description,Fisher Stated Sales,Fisher Stated List Price,Fisher Stated Qty (SU + AU),Wisconsin Cost,Nebraska Cost,Penn State Cost,Wisconsin Quantity,Nebraska Quantity,Penn State Quantity,Wisconsin Average Cost Per Item,Nebraska Average Cost Per Item,Penn State Average Cost Per Item,Total Cost,Total Quantity
MT46000CM,MOLECULAR GRADE WATER 1L 6/CS,1440.37,284,17.0,316.99,704.06,148.54,5,7,2,63.4,100.58,74.27,1169.59,14
MT46013CM,10X PBS BUFFERD SALN 1L 6CS,1580.24,382.5,13.0,654.66,0.0,555.68,6,0.0,4,109.11,0.0,138.92,1210.34,10
MTA00B,MTNF-A QKIT 1 KT,2956.1,757,5.0,0.0,1138.15,560.15,0.0,2,1,0.0,569.08,560.15,1698.3,3
N118646PEC5,VEGF R2/KDR/FLK-1 20I6PE/CY5.5,1743.57,659,3.0,1743.57,0.0,0.0,3,0.0,0.0,581.19,0.0,0.0,1743.57,3
NB013355,MOUSE SYNAPTOPHYSIN EL - 1 KIT,4162.78,775.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB014848,CD35  (8C12)  ALEXA F - 0.1 ML,1337.76,576,3.0,0.0,0.0,1337.76,0.0,0.0,3,0.0,0.0,445.92,1337.76,3
NB100101,APE - 0.1 ML,1244.35,464,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB1001028,AIF-1/IBA1 - 0.1 MG,1352.06,576,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NB100353,BUBR1  (8G1) - 0.1 ML,1548.24,447,4.0,1548.24,0.0,0.0,4,0.0,0.0,387.06,0.0,0.0,1548.24,4
NBP255279,MKLP1-100UL NBP2-55279,1507.11,581.5,3.0,1507.11,0.0,0.0,3,0.0,0.0,502.37,0.0,0.0,1507.11,3
NBP256923,MKLP1-100UL NBP2-56923,1981.52,581.5,4.0,1981.52,0.0,0.0,4,0.0,0.0,495.38,0.0,0.0,1981.52,4
NBP270037,MOUSE COMPLEMENT C3A E - 1 KIT,1377.7,796,2.0,1377.7,0.0,0.0,2,0.0,0.0,688.85,0.0,0.0,1377.7,2
NGPF7001,NITRILE POWDER FREE GLOVES S,7448.26,24.99,165.0,1990.5,2376.0,1731.06,36,36,33,55.29,66.0,52.46,6097.56,105
NGPF7002,NITRILE POWDER FREE GLOVES M,11389.41,24.99,163.0,3122.5,2021.57,3634.84,37,36,46,84.39,56.15,79.02,8778.91,119
NGPF7003,NITRILE POWDER FREE GLOVES L,6894.81,24.99,127.0,1791.0,629.5,2853.72,30,13,40,59.7,48.42,71.34,5274.22,83
O4525100,SULFANILIMIDE CERT 100G,1407.14,181.6,14.0,503.44,769.2,134.5,3,8,3,167.81,96.15,44.83,1407.14,14
O4884100,TRIETHYLAMINE HPLC 100ML,1522.31,116.7,13.0,845.73,612.92,63.66,3,8,2,281.91,76.61,31.83,1522.31,13
O48854,TRIETHYLAMINE R 4L,1648.22,450,5.0,456.26,1191.96,0.0,2,3,0.0,228.13,397.32,0.0,1648.22,5
OB010020,DAPI FLUOROMOUNT G,1868.32,74.4,33.0,787.83,681.57,0.0,14,12,0.0,56.27,56.8,0.0,1469.4,26
OB10001,FLUOROMOUNT-G 25ML,1612.39,66.7,29.0,165.69,719.83,48.26,3,13,1,55.23,55.37,48.26,933.78,17
OB403001,GOAT ANTIRABBIT IGG UNLB 1.0MG,1515.58,121.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OB405004,GOAT ANTI RABBIT IGG AP 1.0ME,1789.75,199.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OWB1ABP,MINIGEL SYS W/BEP 7X8CM,2199.12,793,5.0,0.0,0.0,1738.04,0.0,0.0,4,0.0,0.0,434.51,1738.04,4
OXAN0035A,ANAEROGEN 3.5 L 10SACHTS/PK,5366.4,115.9,64.0,1961.36,0.0,0.0,22,0.0,0.0,89.15,0.0,0.0,1961.36,22
OXCM0587B,RINGENS AGAR BASE,9705.2,360.5,38.0,9705.2,0.0,0.0,38,0.0,0.0,255.4,0.0,0.0,9705.2,38
OXCM0929B,MYP AGAR 500G,2233.28,331.5,8.0,2233.28,0.0,0.0,8,0.0,0.0,279.16,0.0,0.0,2233.28,8
OXSR0161E,MSRV SEL SUPP 10 VIALS/PK,2109.76,233.5,29.0,0.0,1974.1,0.0,0.0,27,0.0,0.0,73.11,0.0,1974.1,27
OXTD0940A,TST-RPLA STAPH TXICSHCK 20PK,1435.57,822,3.0,1435.57,0.0,0.0,3,0.0,0.0,478.52,0.0,0.0,1435.57,3
P0057500ML,3-PENTANOL 500ML,1386.57,220,9.0,0.0,163.01,0.0,0.0,1,0.0,0.0,163.01,0.0,163.01,1
P217500,POT CHLORIDE ACS 500G,2085.4,209.5,25.0,1340.92,515.48,87.28,11,7,2,121.9,73.64,43.64,1943.68,20
P23700043,ST AIA-PACK FT4 100/EA,3919.96,736.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P23700053,ST AIA-PACK TSH 100/EA,6358.49,830.5,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P290500,POT PHOSP ANHY DIBA USP 500GM,2295.92,346.5,12.0,157.58,993.63,77.16,2,4,1,78.79,248.41,77.16,1228.37,7
P304500,POT SULFATE CRYSTAL CERT 500G,1848.42,197.2,14.0,1435.22,251.25,0.0,6,5,0.0,239.2,50.25,0.0,1686.47,11
P3994,PENTANE HPLC GRADE 4L,2338.51,390,11.0,403.28,1612.68,259.62,2,7,1,201.64,230.38,259.62,2275.58,10
P410500,POTASSIUM IODIDE CERT ACS 500G,1657.84,890,5.0,387.48,418.14,0.0,1,1,0.0,387.48,418.14,0.0,805.62,2
P8000,PIL-8 QKIT 1 KT,1377,723,3.0,0.0,1377.0,0.0,0.0,3,0.0,0.0,459.0,0.0,1377.0,3
PA1338,ANTI-SREBP2,2394.42,443.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA3900,ANTI-CALRETICULIN,1243.89,453.5,3.0,0.0,0.0,1243.89,0.0,0.0,3,0.0,0.0,414.63,1243.89,3
PHCC340050,SCEPTER 3.0 CELL COUNTER 40UM,2123.33,203,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHCC340250,SCEPTER 3.0 CELL COUNTER 250PK,1592.12,959.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI12718,TUF BOND DISCS 18MM 72/PK,1232.32,192.6,9.0,961.04,0.0,135.52,7,0.0,1,137.29,0.0,135.52,1096.56,8
PI15036,SEALING TAPE FOR 96WELL 100/PK,1684.58,106.1,19.0,1049.48,456.33,92.15,12,5,1,87.46,91.27,92.15,1597.96,18
PI15041,REACTI-BIND 96WELL PL 100/PK,1718.77,527.5,4.0,896.18,429.72,0.0,2,2,0.0,448.09,214.86,0.0,1325.9,4
PI15075,RESERVOIRS 200/PK,1493.62,217,8.0,372.44,368.5,183.02,2,2,1,186.22,184.25,183.02,923.96,5
PI17850,AGAROSE I 100GM/PK,1185.35,355.5,4.0,899.55,0.0,0.0,3,0.0,0.0,299.85,0.0,0.0,899.55,3
PI17909,PHENOL CHLOROFORM 400ML/PK,2856.7,276.5,12.0,1432.02,1193.65,0.0,6,5,0.0,238.67,238.73,0.0,2625.67,11
PI20148,LIGHTSHIFT CHEMILUMINESCENT EM,2311.33,688,4.0,0.0,1242.82,0.0,0.0,2,0.0,0.0,621.41,0.0,1242.82,2
PI20233,TPCK TRYPSIN 50MG/PK,1247.28,120.3,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI20421,PROTEIN A/G AGAROSE 3ML/PK,1378.2,580.5,3.0,836.27,0.0,1321.39,2,0.0,3,418.13,0.0,440.46,2157.66,5
PI20423,PROTEIN A/G PLUS AGAROSE,3621.13,577,8.0,6960.15,0.0,0.0,16,0.0,0.0,435.01,0.0,0.0,6960.15,16
PI21059,RESTORE WESTERNBLOT STRP 500ML,13462.5,190.2,93.0,4107.87,1886.79,1879.18,28,15,13,146.71,125.79,144.55,7873.84,56
PI21063,RESTORE STRIPPING BUFFER,1314.87,807.5,2.0,0.0,657.97,0.0,0.0,2,0.0,0.0,328.99,0.0,657.97,2
PI21122,STREPTAVIDIN 1MG,8037.2,180.5,51.0,7722.29,155.0,0.0,49,1,0.0,157.6,155.0,0.0,7877.29,50
PI21125,STREPTAVIDIN 5MG,1944.4,569,4.0,1944.4,0.0,0.0,4,0.0,0.0,486.1,0.0,0.0,1944.4,4
PI21349,MAGNABIND PROTEIN G,2122.53,757.5,3.0,0.0,0.0,2122.53,0.0,0.0,3,0.0,0.0,707.51,2122.53,3
PI22589,SULFO SANPAH 50MG/PK,2938.34,361.5,10.0,2295.93,0.0,1728.06,8,0.0,6,286.99,0.0,288.01,4023.99,14
PI22660,660NM ASSAY 750ML,2060.28,225,11.0,540.45,1143.44,186.03,3,8,1,180.15,142.93,186.03,1869.92,12
PI22663,IDCR 5 X1 G,2255.01,138.4,19.0,887.44,1673.24,0.0,8,21,0.0,110.93,79.68,0.0,2560.68,29
PI23200,COOMASSIE REAGENT 950ML/PK,3020.82,168.6,21.0,774.26,0.0,1074.01,6,0.0,7,129.04,0.0,153.43,1848.27,13
PI23209,BSA STANDARD 10/PK,5274.34,96.4,62.0,1279.37,2137.44,354.02,15,25,4,85.29,85.5,88.5,3770.83,44
PI23223,BCA REAGENT A 1000ML/PK,2363.57,194,14.0,481.83,1040.94,161.81,3,6,1,160.61,173.49,161.81,1684.58,10
PI23225,BCA KIT 1/PK,12035.59,268.5,52.0,3800.37,3074.37,1475.17,17,23,7,223.55,133.67,210.74,8349.91,47
PI23227,BCA PROTEIN ASSAY KIT,7243.41,173.4,48.0,2340.61,1525.2,1482.31,16,14,10,146.29,108.94,148.23,5348.12,40
PI23228,BCA PROTEIN ASSAY RGT 500ML,1564.29,132.1,14.0,449.43,337.65,323.7,4,4,3,112.36,84.41,107.9,1110.78,11
PI23235,MICRO BCA KIT 480 ASSAYS,2116.53,308,8.0,472.54,828.72,262.07,2,3,1,236.27,276.24,262.07,1563.33,6
PI23236,BRADFORD PROTEIN ASSAY 950ML,2033.86,277,9.0,1342.41,247.32,835.05,6,1,4,223.74,247.32,208.76,2424.78,11
PI23238,COOMASSIE PLUS 200 PROT REAGET,1420.74,218,8.0,180.68,1074.18,0.0,1,6,0.0,180.68,179.03,0.0,1254.86,7
PI23246,DETERGENT BRADFORD ASSAY,1831.51,215.5,10.0,548.26,0.0,0.0,3,0.0,0.0,182.75,0.0,0.0,548.26,3
PI23275,PIERCE QUANTITATIVE COLORIMETR,3816.14,442,10.0,3011.56,768.54,379.98,8,3,1,376.44,256.18,379.98,4160.08,12
PI23290,PIERCE QUANTITATIVE FLUOROMETR,5844.54,500.5,14.0,0.0,5442.52,402.02,0.0,13,1,0.0,418.66,402.02,5844.54,14
PI24612,GELCODE SILVERSNAP,2417.42,228.5,14.0,1271.61,392.92,664.77,8,2,4,158.95,196.46,166.19,2329.3,14
PI26149,PIERCE CO-IMMUNOPRECIPITATION,1823.8,546,4.0,0.0,0.0,432.3,0.0,0.0,1,0.0,0.0,432.3,432.3,1
PI26181,PIERCE ANTI-HA AGAROSE,1833.83,726,3.0,1728.93,617.17,0.0,3,1,0.0,576.31,617.17,0.0,2346.1,4
PI26183,ANTI-HA ANTIBODY 100 UGANTI-H,1567.49,262,7.0,442.4,0.0,0.0,2,0.0,0.0,221.2,0.0,0.0,442.4,2
PI26183A647,HA ANTIBODY,2987.43,351.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI26183D550,HA TAG MAB DYLIGHT 550,3526.78,254.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI26616,PAGERULER LADDER 2X250 UL,16002.56,161.8,121.0,4079.38,4165.22,1069.74,31,32,8,131.59,130.16,133.72,9314.34,71
PI26617,PAGERULER LADDER 10X250 UL,4478.68,696.5,8.0,2239.34,2239.34,0.0,4,4,0.0,559.84,559.84,0.0,4478.68,8
PI26619,PAGERULER PLUS LADDER 2X250UL,18663.81,205.5,122.0,3510.99,3965.22,2876.71,23,26,19,152.65,152.51,151.41,10352.92,68
PI26620,PAGERULER PLUS LADDER 10X250UL,22562.2,855,34.0,3314.29,15820.64,2090.13,5,24,3,662.86,659.19,696.71,21225.06,32
PI26623,SPECTRA PROTEIN LADDER 10X250U,8157.64,791,13.0,619.87,2449.23,2608.66,1,4,4,619.87,612.31,652.16,5677.76,9
PI26625,SPECTRA HI RANGE LADDER 2X250U,2648.7,221,15.0,172.59,1586.56,0.0,1,9,0.0,172.59,176.28,0.0,1759.15,10
PI26634,SPECTRA PROTEIN LADDER 2X250U,6942.75,185.1,49.0,3161.71,1835.54,968.93,22,13,7,143.71,141.2,138.42,5966.18,42
PI28358,20X TBS BUFFER,1193.82,129,11.0,109.7,863.82,0.0,1,9,0.0,109.7,95.98,0.0,973.52,10
PI28360,20X TBS TWEEN-20 BUFFER,3256.52,131,30.0,392.9,1310.29,100.46,4,18,1,98.22,72.79,100.46,1803.65,23
PI28372,HI PHOS PBS BUFFER PACKS 40/PK,1883.02,236.5,10.0,791.33,0.0,325.76,4,1,2,197.83,0.0,162.88,1117.09,7
PI28905,FORMIC ACID 99+% 10X1ML 10/PK,3203.75,152.6,29.0,2053.1,817.18,331.42,19,7,3,108.06,116.74,110.47,3201.7,29
PI28908,16% FORMLDHYD 10X10ML 10PK,1799.2,88.9,23.0,835.88,0.0,1086.46,12,1,15,69.66,0.0,72.43,1922.34,28
PI29997,BIOTINYLATED PROTEIN L IMMUNO,2103.6,327.5,8.0,2103.6,0.0,0.0,8,0.0,0.0,262.95,0.0,0.0,2103.6,8
PI31430,GT ANTI MS IGG (H+L) HRP C 2ML,3679.9,245.5,18.0,203.67,3059.97,0.0,1,15,0.0,203.67,204.0,0.0,3263.64,16
PI31460,GT ANT RB IGG H+L HRP 2ML,5097.54,245.5,25.0,611.01,2853.84,211.36,3,14,1,203.67,203.85,211.36,3676.21,18
PI32106,ECL WESTERN BLOTTING SUB 500ML,15537.16,298.5,71.0,5809.11,9458.58,400.11,28,44,2,207.47,214.97,200.06,15667.8,74
PI32209,ECL WESTERN BLOTTING SUB 250ML,3176.98,198.8,19.0,944.49,484.44,718.67,6,3,4,157.41,161.48,179.67,2147.6,13
PI34024,SLOW TMB 250ML/PK,5068.73,128.8,44.0,5469.07,115.68,115.06,48,1,1,113.94,115.68,115.06,5699.81,50
PI34028,1-STEP ULTRA TMB ELISA,1331.92,213.5,7.0,737.12,386.22,0.0,4,6,0.0,184.28,64.37,0.0,1123.34,10
PI34076,SUPERSIGNAL WEST DURA,11779.13,778.5,22.0,2131.17,4321.2,1062.01,4,14,2,532.79,308.66,531.0,7514.38,20
PI34090,CL-XPOSURE FILM 5X7IN 100/PK,4624.05,276,27.0,161.35,1866.4,589.44,1,10,4,161.35,186.64,147.36,2617.19,15
PI34091,CL-XPOSURE FILM 8X10IN 100/PK,4651.58,392.5,17.0,781.35,1129.12,757.8,3,13,3,260.45,86.86,252.6,2668.27,19
PI34095,SUPERSIGNAL WEST FEMTO,22839.78,438.5,71.0,9741.2,2639.7,2553.92,30,13,8,324.71,203.05,319.24,14934.82,51
PI34096,SUPERSIGNAL WEST FEMTO,35329.48,728.5,65.0,17771.05,10871.77,0.0,33,30,0.0,538.52,362.39,0.0,28642.82,63
PI34577,SUPERSIGNAL WEST PICO PLUS,6540.02,191.1,39.0,3889.89,169.02,681.92,24,11,4,162.08,15.37,170.48,4740.83,39
PI34578,SUPERSIGNAL WEST PICO PLUS,3801.7,554.5,8.0,2326.87,1466.32,922.47,5,10,2,465.37,146.63,461.24,4715.66,17
PI34580,SUPERSIGNAL WEST PICO PLUS,16294.7,355.5,61.0,4574.31,4195.53,2705.27,17,35,11,269.08,119.87,245.93,11475.11,63
PI36978,PMSF 5GM/PK,1657.25,112.4,17.0,568.32,291.03,505.73,6,4,5,94.72,72.76,101.15,1365.08,15
PI37520,BSA IN TBS 10X SOLUT 125ML/PK,1255.85,217.5,7.0,1538.89,0.0,166.62,9,0.0,1,170.99,0.0,166.62,1705.51,10
PI37536,SUPERBLOCK T20,1379.61,296,6.0,205.13,698.07,0.0,1,3,0.0,205.13,232.69,0.0,903.2,4
PI37571,PR-FREE T20 TBS BLK BUFF,4261.57,293,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI37621,1 STEP PNPP,1197.14,151.4,9.0,1079.65,0.0,0.0,8,0.0,0.0,134.96,0.0,0.0,1079.65,8
PI39000,LANE MARKER BUFFER 5ML/PK,1360.34,101.2,15.0,544.0,0.0,816.34,6,0.0,9,90.67,0.0,90.7,1360.34,15
PI46430,RESTORE PLUS STRIPPING 500ML,15160.03,200,101.0,4944.43,2922.12,825.99,33,20,5,149.83,146.11,165.2,8692.54,58
PI62251,DRAQ5 FLUORESCENT PROBE,2177.02,513.5,5.0,1741.89,435.13,0.0,4,1,0.0,435.47,435.13,0.0,2177.02,5
PI62300,RESTORE FLUORESCENT,1682.11,217.5,10.0,348.9,158.54,685.62,2,1,4,174.45,158.54,171.41,1193.06,7
PI66330,SLIDE-A-LYZER DIALYS CASS10PK,2717.23,135.8,23.0,453.76,423.1,1953.51,4,4,16,113.44,105.78,122.09,2830.37,24
PI66380,SLIDE-ALYZER DIALYS CST 10/PK,2780.3,135.6,25.0,741.07,112.27,213.62,7,1,2,105.87,112.27,106.81,1066.96,10
PI66381,SLIDE-A-LYZER DIALYSIS CAS 5PK,1527.77,624,3.0,1005.44,0.0,522.33,2,0.0,1,502.72,0.0,522.33,1527.77,3
PI66383,SLD-A-LYZR DAL CSS 10000 10/PK,1529.73,133.5,14.0,209.83,0.0,116.09,2,0.0,1,104.92,0.0,116.09,325.92,3
PI68011,SNAKESKIN DIALYSIS CLIPS 6/PK,1308.7,96.8,19.0,204.29,392.4,708.94,3,6,10,68.1,65.4,70.89,1305.63,19
PI68035,SNAKESKIN DIALYSIS TUBING 3.5K,1596.87,223.5,10.0,635.96,795.33,161.16,4,5,1,158.99,159.07,161.16,1592.45,10
PI68100,SNAKESKIN DIALYSIS TUBING 10K,2257.67,223.5,14.0,159.36,157.45,681.15,1,1,4,159.36,157.45,170.29,997.96,6
PI78420,HALT PHOSPHATASE INHIB COCKTAL,1371.6,223.5,7.0,390.88,192.0,410.76,2,5,2,195.44,38.4,205.38,993.64,9
PI78425,HLT PRTS INHCCK 24X100UL 24PK,1253.98,227,7.0,664.64,363.86,197.41,4,2,1,166.16,181.93,197.41,1225.91,7
PI78429,PROTEASE INHIB COCKTAIL 5ML,4069.27,453.5,11.0,359.37,741.56,374.56,1,3,1,359.37,247.19,374.56,1475.49,5
PI78430,HLT PRTS INHCCK 24X100UL 24PK,2928.78,233.5,16.0,1734.86,566.2,199.06,10,3,1,173.49,188.73,199.06,2500.12,14
PI78437,PROTEASE INHIB EDTA FREE 5ML,1689.75,447,5.0,652.04,0.0,0.0,2,0.0,0.0,326.02,0.0,0.0,652.04,2
PI78439,PROTEASE INHIB EDTA FREE 10ML,1461.01,647.5,3.0,0.0,487.55,0.0,0.0,5,0.0,0.0,97.51,0.0,487.55,5
PI78440,HALT PROTEASE AND PHOSPHATASE,8642.16,300,34.0,5235.51,763.05,792.12,21,7,3,249.31,109.01,264.04,6790.68,31
PI78441,HALT PROTEASE AND PHOSPHATASE,2794.36,282.5,12.0,1579.97,488.65,0.0,7,2,0.0,225.71,244.32,0.0,2068.62,9
PI78442,HALT PROTEASE AND PHOSPHATASE,6546.31,416.5,19.0,1701.95,1768.32,326.23,5,5,1,340.39,353.66,326.23,3796.5,11
PI78443,HALT PROTEASE PHOSPHATASE SING,3139,401,10.0,331.18,0.0,611.22,1,0.0,2,331.18,0.0,305.61,942.4,3
PI78444,HALT PROTEASE AND PHOSPHATASE,2104.81,846.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI78445,HALT PROTEASE AND PHOSPHATASE,3661.58,829.5,5.0,0.0,1549.0,0.0,0.0,2,0.0,0.0,774.5,0.0,1549.0,2
PI78510,T-PER TISSUE PROTEIN 500ML,1879.07,442.5,5.0,1720.22,0.0,295.1,5,0.0,1,344.04,0.0,295.1,2015.32,6
PI78833,NE-PER NUCL CYTO EXTRACTION KT,2116.69,313.5,9.0,684.0,542.37,247.02,3,6,1,228.0,90.39,247.02,1473.39,10
PI78835,NE-PER PROTEIN EXCT KTNE-PER,1378.82,833,2.0,0.0,0.0,1293.82,0.0,0.0,2,0.0,0.0,646.91,1293.82,2
PI80196,PIERCE ECL 2,4343.56,412,13.0,2736.81,0.0,0.0,8,0.0,0.0,342.1,0.0,0.0,2736.81,8
PI80196X3,PIERCE ECL 2 SUBSRATE 3X100ML,1343.82,813,2.0,661.96,0.0,0.0,1,0.0,0.0,661.96,0.0,0.0,661.96,1
PI85160,ALBUMIN DEPLETION KIT 24-RXN K,3317.6,402,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI85178,FORMIC ACID LC-MS GRADE 50ML,2052.86,226,12.0,863.45,0.0,699.52,5,0.0,4,172.69,0.0,174.88,1562.97,9
PI87730,SLIDE-A-LYZER G2 DIALYSIS 10PK,1296.82,142,11.0,680.62,123.66,246.96,6,1,2,113.44,123.66,123.48,1051.24,9
PI87767,ZEBA SPIN DESALTING COLUM 50PK,1835.82,320.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI87768,ZEBA SPIN DESALTING COLUM 5PK,1265,75,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI87784,C18 TIPS 100 5L 96/PKG,1858.04,372.5,6.0,3524.69,299.25,0.0,12,1,0.0,293.72,299.25,0.0,3823.94,13
PI87785,HLT PRTA INHBTRCOCKTL EDTA FRE,1459.75,120.9,16.0,1155.31,280.14,103.97,13,3,1,88.87,93.38,103.97,1539.42,17
PI87786,HALT PROTA INHBTR COCKTAL EDTA,2370.56,135.5,24.0,1041.56,716.56,98.53,11,8,1,94.69,89.57,98.53,1856.65,20
PI87791,PIERCE TISSUE STRAINER 250UMP,1416.53,170.7,10.0,0.0,589.8,0.0,0.0,4,0.0,0.0,147.45,0.0,589.8,4
PI88018,NITROCELLULOSE MEMBRANE 1/PK,2411.12,503,6.0,3043.08,391.82,0.0,8,1,0.0,380.38,391.82,0.0,3434.9,9
PI88221,HISPUR NI-NTA RESIN 10 ML 1PK,2358.47,135.1,21.0,912.48,344.06,533.97,8,3,5,114.06,114.69,106.79,1790.51,16
PI88226,HISPUR NI-NTA SPIN COLUMN3 5PK,1217.26,249.5,6.0,0.0,0.0,1016.15,0.0,0.0,5,0.0,0.0,203.23,1016.15,5
PI88244,SNAKESKIN TUBING 35 MM 3.5KS,1608.69,247.5,9.0,718.15,0.0,0.0,4,0.0,0.0,179.54,0.0,0.0,718.15,4
PI88323,LTQ VELOS POS ION CAL,3947.29,299.5,16.0,2581.56,500.84,0.0,11,2,0.0,234.69,250.42,0.0,3082.4,13
PI88324,ESI NEG ION CAL SOLN,1204.95,293,5.0,1112.15,0.0,731.13,5,0.0,3,222.43,0.0,243.71,1843.28,8
PI88404,SLIDE-A-LYZER MINI 10K 2 MLS,1263.12,327,5.0,510.99,0.0,0.0,2,0.0,0.0,255.5,0.0,0.0,510.99,2
PI88512,PIERCE CONCENTRATOR 3K/0.5 MLP,1970.58,156.6,16.0,632.13,493.1,720.83,5,4,6,126.43,123.28,120.14,1846.06,15
PI88513,PIERCE CONCENTRATOR 10K/0.5 ML,2328.92,156.6,19.0,1339.86,363.6,126.7,11,3,1,121.81,121.2,126.7,1830.16,15
PI88518,PVDF MEMBRANE,6023.22,549.5,15.0,1181.62,3135.74,1114.68,3,10,3,393.87,313.57,371.56,5432.04,16
PI88520,PVDF TRANSFER MEMBRANE,3118.81,491.5,7.0,462.09,438.45,1401.92,1,1,3,462.09,438.45,467.31,2302.46,5
PI88528,PES CONCENTRATOR 10K 20ML 24P,1279.12,387,4.0,638.8,320.16,0.0,2,1,0.0,319.4,320.16,0.0,958.96,3
PI88531,PES CONCENTRATOR 30K 20ML24PK,1544.6,378.5,5.0,625.7,0.0,0.0,2,0.0,0.0,312.85,0.0,0.0,625.7,2
PI88532,PES CONCENTRATOR100K20ML10PK,1430.69,187.9,9.0,0.0,1430.69,0.0,0.0,9,0.0,0.0,158.97,0.0,1430.69,9
PI88533,PES CONCENTRATOR100K 20ML 24P,7306.95,383,23.0,657.12,649.48,2068.16,2,2,6,328.56,324.74,344.69,3374.76,10
PI88600,WESTRN BLOTNG FILTR PAPR 100PK,1981.79,89.5,27.0,196.63,575.4,129.32,3,17,2,65.54,33.85,64.66,901.35,22
PI88701,PIERCE UNIVERSAL NUCLEASE 25KU,1577.91,275.5,7.0,231.36,230.72,207.64,1,1,1,231.36,230.72,207.64,669.72,3
PI88702,PIERCE UNIVERSAL NUCLEAS 100KU,2761.38,592,6.0,0.0,926.06,472.97,0.0,2,1,0.0,463.03,472.97,1399.03,3
PI88802,PIERCE PROTEIN AG MAG BEADS,2810.26,248,14.0,1188.95,196.94,218.73,6,1,1,198.16,196.94,218.73,1604.62,8
PI88804,PIERCE PROTEIN AG MAG BEADS,1448.57,566.5,3.0,0.0,495.21,0.0,0.0,1,0.0,0.0,495.21,0.0,495.21,1
PI88836,PIERCE ANTI-HA MAGNETIC BEADS,3435.02,396.5,11.0,583.52,295.81,1518.56,2,2,5,291.76,147.91,303.71,2397.89,9
PI88848,PIERCE PROTEIN G MAGNETIC BEAD,1579.16,953.5,2.0,0.0,0.0,815.93,0.0,0.0,1,0.0,0.0,815.93,815.93,1
PI89851,PEPTIDE DESALTING COLUMNS 50PC,3806.12,445,11.0,0.0,1106.44,0.0,0.0,3,0.0,0.0,368.81,0.0,1106.44,3
PI89852,PEPTIDE DESALTING COLUMNS 25PC,1813.62,266,8.0,0.0,1813.62,0.0,0.0,8,0.0,0.0,226.7,0.0,1813.62,8
PI89870,C18 SPIN COL 25/PK,2236.36,162.7,16.0,0.0,1535.82,1027.75,0.0,22,8,0.0,69.81,128.47,2563.57,30
PI89873,PEPCLEAN C18 SPIN COL 50/PK,5508.96,286.5,25.0,0.0,5924.28,0.0,0.0,29,0.0,0.0,204.29,0.0,5924.28,29
PI89881,PINPOINT CELL SUR PROT ISO KIT,1634.7,632,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI89882,ZEBA DESALT 25/PK,1691.41,181.7,11.0,700.91,466.71,0.0,5,4,0.0,140.18,116.68,0.0,1167.62,9
PI89883,ZEBA DESALT SPIN 1/PK,2381.6,335.5,9.0,1274.41,516.88,232.85,5,4,1,254.88,129.22,232.85,2024.14,10
PI89892,ZEBA SPIN COLUMNS 5ML 25/PK,1660.17,412.5,5.0,0.0,698.0,321.07,0.0,2,1,0.0,349.0,321.07,1019.07,3
PI89900,RIPA BUFFER 100 ML,3574.43,158.7,34.0,1463.07,747.49,199.42,14,11,2,104.5,67.95,99.71,2409.98,27
PI89901,RIPA BUFFER 250 ML,4730.88,281.5,20.0,223.14,1459.08,933.9,1,10,4,223.14,145.91,233.47,2616.12,15
